DriverNumber,Abbreviation,TeamName,Position,Points,Year,GrandPrix,Winner,Second,Third,DriverID,TeamID,GP_ID,AvgFinish_Season,TeamAvgPoints_Season,PrevRaceFinish
81,PIA,McLaren,13,0.0,2021,Azerbaijan Grand Prix,0,0,0,15,5,4,7.5,9.666666666666666,8.0
24,ZHO,Kick Sauber,14,0.0,2021,Azerbaijan Grand Prix,0,0,0,23,4,4,15.0,0.0,14.0
3,RIC,RB,15,0.0,2021,Azerbaijan Grand Prix,0,0,0,16,7,4,15.5,1.0833333333333333,18.0
77,BOT,Kick Sauber,16,0.0,2021,Azerbaijan Grand Prix,0,0,0,3,4,4,16.666666666666668,0.0,20.0
18,STR,Aston Martin,17,0.0,2021,Azerbaijan Grand Prix,0,0,0,20,1,4,13.166666666666666,3.5,15.0
23,ALB,Williams,18,0.0,2021,Azerbaijan Grand Prix,0,0,0,0,9,4,14.5,0.0,12.0
20,MAG,Haas F1 Team,19,0.0,2021,Azerbaijan Grand Prix,0,0,0,11,3,4,13.666666666666666,0.4166666666666667,16.0
2,SAR,Williams,20,0.0,2021,Azerbaijan Grand Prix,0,0,0,19,9,4,17.6,0.0,17.0
1,VER,Red Bull Racing,1,25.0,2021,French Grand Prix,1,0,0,22,8,12,3.7142857142857144,18.153846153846153,2.0
4,NOR,McLaren,2,18.0,2021,French Grand Prix,0,1,0,12,5,12,3.857142857142857,10.307692307692308,1.0
16,LEC,Ferrari,3,15.0,2021,French Grand Prix,0,0,1,10,2,12,3.2857142857142856,14.0,3.0
81,PIA,McLaren,4,12.0,2021,French Grand Prix,0,0,0,15,5,12,7.0,10.428571428571429,13.0
55,SAI,Ferrari,5,10.0,2021,French Grand Prix,0,0,0,18,2,12,3.6666666666666665,13.714285714285714,5.0
44,HAM,Mercedes,6,8.0,2021,French Grand Prix,0,0,0,7,6,12,9.142857142857142,4.923076923076923,6.0
63,RUS,Mercedes,7,7.0,2021,French Grand Prix,0,0,0,17,6,12,8.0,5.071428571428571,8.0
11,PER,Red Bull Racing,8,4.0,2021,French Grand Prix,0,0,0,14,8,12,3.7142857142857144,17.142857142857142,4.0
18,STR,Aston Martin,9,2.0,2021,French Grand Prix,0,0,0,20,1,12,12.571428571428571,3.3846153846153846,17.0
22,TSU,RB,10,1.0,2021,French Grand Prix,0,0,0,21,7,12,11.714285714285714,1.0769230769230769,7.0
27,HUL,Haas F1 Team,11,0.0,2021,French Grand Prix,0,0,0,8,3,12,11.142857142857142,0.38461538461538464,11.0
20,MAG,Haas F1 Team,12,0.0,2021,French Grand Prix,0,0,0,11,3,12,13.428571428571429,0.35714285714285715,19.0
3,RIC,RB,13,0.0,2021,French Grand Prix,0,0,0,16,7,12,15.142857142857142,1.0,15.0
31,OCO,Alpine,14,0.0,2021,French Grand Prix,0,0,0,13,0,12,13.714285714285714,0.07692307692307693,10.0
24,ZHO,Kick Sauber,15,0.0,2021,French Grand Prix,0,0,0,23,4,12,15.0,0.0,14.0
10,GAS,Alpine,16,0.0,2021,French Grand Prix,0,0,0,6,0,12,15.428571428571429,0.07142857142857142,12.0
2,SAR,Williams,17,0.0,2021,French Grand Prix,0,0,0,19,9,12,17.5,0.0,20.0
77,BOT,Kick Sauber,18,0.0,2021,French Grand Prix,0,0,0,3,4,12,16.857142857142858,0.0,16.0
14,ALO,Aston Martin,19,0.0,2021,French Grand Prix,0,0,0,1,1,12,9.0,3.142857142857143,9.0
23,ALB,Williams,20,0.0,2021,French Grand Prix,0,0,0,0,9,12,15.285714285714286,0.0,18.0
16,LEC,Ferrari,1,25.0,2021,Styrian Grand Prix,1,0,0,10,2,27,3.0,14.466666666666667,3.0
81,PIA,McLaren,2,18.0,2021,Styrian Grand Prix,0,1,0,15,5,27,6.375,10.933333333333334,4.0
55,SAI,Ferrari,3,15.0,2021,Styrian Grand Prix,0,0,1,18,2,27,3.5714285714285716,14.5,5.0
4,NOR,McLaren,4,12.0,2021,Styrian Grand Prix,0,0,0,12,5,27,3.875,11.0,2.0
63,RUS,Mercedes,5,10.0,2021,Styrian Grand Prix,0,0,0,17,6,27,7.625,5.4,7.0
1,VER,Red Bull Racing,6,8.0,2021,Styrian Grand Prix,0,0,0,22,8,27,4.0,16.533333333333335,1.0
44,HAM,Mercedes,7,7.0,2021,Styrian Grand Prix,0,0,0,7,6,27,8.875,5.5,6.0
22,TSU,RB,8,4.0,2021,Styrian Grand Prix,0,0,0,21,7,27,11.25,1.2,10.0
23,ALB,Williams,9,2.0,2021,Styrian Grand Prix,0,0,0,0,9,27,14.5,0.14285714285714285,20.0
10,GAS,Alpine,10,1.0,2021,Styrian Grand Prix,0,0,0,6,0,27,14.75,0.13333333333333333,16.0
14,ALO,Aston Martin,11,0.0,2021,Styrian Grand Prix,0,0,0,1,1,27,9.25,2.933333333333333,19.0
3,RIC,RB,12,0.0,2021,Styrian Grand Prix,0,0,0,16,7,27,14.75,1.125,13.0
77,BOT,Kick Sauber,13,0.0,2021,Styrian Grand Prix,0,0,0,3,4,27,16.375,0.0,18.0
18,STR,Aston Martin,14,0.0,2021,Styrian Grand Prix,0,0,0,20,1,27,12.75,2.75,9.0
2,SAR,Williams,15,0.0,2021,Styrian Grand Prix,0,0,0,19,9,27,17.142857142857142,0.13333333333333333,17.0
24,ZHO,Kick Sauber,16,0.0,2021,Styrian Grand Prix,0,0,0,23,4,27,15.125,0.0,15.0
31,OCO,Alpine,17,0.0,2021,Styrian Grand Prix,0,0,0,13,0,27,14.125,0.125,14.0
11,PER,Red Bull Racing,18,0.0,2021,Styrian Grand Prix,0,0,0,14,8,27,5.5,15.5,8.0
27,HUL,Haas F1 Team,19,0.0,2021,Styrian Grand Prix,0,0,0,8,3,27,12.125,0.3333333333333333,11.0
20,MAG,Haas F1 Team,20,0.0,2021,Styrian Grand Prix,0,0,0,11,3,27,14.25,0.3125,12.0
1,VER,Red Bull Racing,1,25.0,2021,Austrian Grand Prix,1,0,0,22,8,3,3.6666666666666665,16.058823529411764,6.0
4,NOR,McLaren,2,18.0,2021,Austrian Grand Prix,0,1,0,12,5,3,3.6666666666666665,11.411764705882353,4.0
63,RUS,Mercedes,3,15.0,2021,Austrian Grand Prix,0,0,1,17,6,3,7.111111111111111,6.0588235294117645,5.0
44,HAM,Mercedes,4,13.0,2021,Austrian Grand Prix,0,0,0,7,6,3,8.333333333333334,6.444444444444445,7.0
81,PIA,McLaren,5,10.0,2021,Austrian Grand Prix,0,0,0,15,5,3,6.222222222222222,11.333333333333334,2.0
14,ALO,Aston Martin,6,8.0,2021,Austrian Grand Prix,0,0,0,1,1,3,8.88888888888889,3.0588235294117645,11.0
18,STR,Aston Martin,7,6.0,2021,Austrian Grand Prix,0,0,0,20,1,3,12.11111111111111,3.2222222222222223,14.0
3,RIC,RB,8,4.0,2021,Austrian Grand Prix,0,0,0,16,7,3,14.0,1.2941176470588236,12.0
10,GAS,Alpine,9,2.0,2021,Austrian Grand Prix,0,0,0,6,0,3,14.11111111111111,0.23529411764705882,10.0
31,OCO,Alpine,10,1.0,2021,Austrian Grand Prix,0,0,0,13,0,3,13.666666666666666,0.2777777777777778,17.0
27,HUL,Haas F1 Team,11,0.0,2021,Austrian Grand Prix,0,0,0,8,3,3,12.0,0.29411764705882354,19.0
20,MAG,Haas F1 Team,12,0.0,2021,Austrian Grand Prix,0,0,0,11,3,3,14.0,0.2777777777777778,20.0
77,BOT,Kick Sauber,13,0.0,2021,Austrian Grand Prix,0,0,0,3,4,3,16.0,0.0,13.0
22,TSU,RB,14,0.0,2021,Austrian Grand Prix,0,0,0,21,7,3,11.555555555555555,1.2222222222222223,8.0
24,ZHO,Kick Sauber,15,0.0,2021,Austrian Grand Prix,0,0,0,23,4,3,15.11111111111111,0.0,16.0
55,SAI,Ferrari,16,0.0,2021,Austrian Grand Prix,0,0,0,18,2,3,5.125,13.647058823529411,3.0
23,ALB,Williams,17,0.0,2021,Austrian Grand Prix,0,0,0,0,9,3,14.777777777777779,0.125,9.0
11,PER,Red Bull Racing,18,0.0,2021,Austrian Grand Prix,0,0,0,14,8,3,6.888888888888889,15.166666666666666,18.0
16,LEC,Ferrari,19,0.0,2021,Austrian Grand Prix,0,0,0,10,2,3,4.777777777777778,12.88888888888889,1.0
2,SAR,Williams,20,0.0,2021,Austrian Grand Prix,0,0,0,19,9,3,17.5,0.11764705882352941,15.0
63,RUS,Mercedes,1,25.0,2021,Hungarian Grand Prix,1,0,0,17,6,13,6.5,7.421052631578948,3.0
81,PIA,McLaren,2,18.0,2021,Hungarian Grand Prix,0,1,0,15,5,13,5.8,11.68421052631579,5.0
55,SAI,Ferrari,3,15.0,2021,Hungarian Grand Prix,0,0,1,18,2,13,4.888888888888889,13.0,16.0
44,HAM,Mercedes,4,12.0,2021,Hungarian Grand Prix,0,0,0,7,6,13,7.9,7.65,4.0
1,VER,Red Bull Racing,5,10.0,2021,Hungarian Grand Prix,0,0,0,22,8,13,3.8,14.894736842105264,1.0
27,HUL,Haas F1 Team,6,8.0,2021,Hungarian Grand Prix,0,0,0,8,3,13,11.4,0.6842105263157895,11.0
11,PER,Red Bull Racing,7,6.0,2021,Hungarian Grand Prix,0,0,0,14,8,13,6.9,14.45,18.0
20,MAG,Haas F1 Team,8,4.0,2021,Hungarian Grand Prix,0,0,0,11,3,13,13.4,0.85,12.0
3,RIC,RB,9,2.0,2021,Hungarian Grand Prix,0,0,0,16,7,13,13.5,1.263157894736842,8.0
10,GAS,Alpine,10,1.0,2021,Hungarian Grand Prix,0,0,0,6,0,13,13.7,0.3157894736842105,9.0
16,LEC,Ferrari,11,0.0,2021,Hungarian Grand Prix,0,0,0,10,2,13,5.4,12.35,19.0
31,OCO,Alpine,12,0.0,2021,Hungarian Grand Prix,0,0,0,13,0,13,13.5,0.3,10.0
18,STR,Aston Martin,13,0.0,2021,Hungarian Grand Prix,0,0,0,20,1,13,12.2,3.0526315789473686,7.0
22,TSU,RB,14,0.0,2021,Hungarian Grand Prix,0,0,0,21,7,13,11.8,1.2,14.0
23,ALB,Williams,15,0.0,2021,Hungarian Grand Prix,0,0,0,0,9,13,14.8,0.1111111111111111,17.0
77,BOT,Kick Sauber,16,0.0,2021,Hungarian Grand Prix,0,0,0,3,4,13,16.0,0.0,13.0
24,ZHO,Kick Sauber,17,0.0,2021,Hungarian Grand Prix,0,0,0,23,4,13,15.3,0.0,15.0
14,ALO,Aston Martin,18,0.0,2021,Hungarian Grand Prix,0,0,0,1,1,13,9.8,2.9,6.0
2,SAR,Williams,19,0.0,2021,Hungarian Grand Prix,0,0,0,19,9,13,17.666666666666668,0.10526315789473684,20.0
4,NOR,McLaren,20,0.0,2021,Hungarian Grand Prix,0,0,0,12,5,13,5.3,11.1,2.0
44,HAM,Mercedes,1,25.0,2021,Belgian Grand Prix,1,0,0,7,6,6,7.2727272727272725,8.476190476190476,4.0
1,VER,Red Bull Racing,2,18.0,2021,Belgian Grand Prix,0,1,0,22,8,6,3.6363636363636362,14.619047619047619,5.0
4,NOR,McLaren,3,15.0,2021,Belgian Grand Prix,0,0,1,12,5,6,5.090909090909091,11.285714285714286,20.0
81,PIA,McLaren,4,12.0,2021,Belgian Grand Prix,0,0,0,15,5,6,5.636363636363637,11.318181818181818,2.0
55,SAI,Ferrari,5,11.0,2021,Belgian Grand Prix,0,0,0,18,2,6,4.9,12.285714285714286,3.0
27,HUL,Haas F1 Team,6,8.0,2021,Belgian Grand Prix,0,0,0,8,3,6,10.909090909090908,1.1904761904761905,6.0
18,STR,Aston Martin,7,6.0,2021,Belgian Grand Prix,0,0,0,20,1,6,11.727272727272727,3.0476190476190474,13.0
14,ALO,Aston Martin,8,4.0,2021,Belgian Grand Prix,0,0,0,1,1,6,9.636363636363637,3.090909090909091,18.0
23,ALB,Williams,9,2.0,2021,Belgian Grand Prix,0,0,0,0,9,6,14.272727272727273,0.2,15.0
22,TSU,RB,10,1.0,2021,Belgian Grand Prix,0,0,0,21,7,6,11.636363636363637,1.1904761904761905,14.0
2,SAR,Williams,11,0.0,2021,Belgian Grand Prix,0,0,0,19,9,6,17.0,0.19047619047619047,19.0
20,MAG,Haas F1 Team,12,0.0,2021,Belgian Grand Prix,0,0,0,11,3,6,13.272727272727273,1.1363636363636365,8.0
3,RIC,RB,13,0.0,2021,Belgian Grand Prix,0,0,0,16,7,6,13.454545454545455,1.1363636363636365,9.0
16,LEC,Ferrari,14,0.0,2021,Belgian Grand Prix,0,0,0,10,2,6,6.181818181818182,11.727272727272727,11.0
77,BOT,Kick Sauber,15,0.0,2021,Belgian Grand Prix,0,0,0,3,4,6,15.909090909090908,0.0,16.0
31,OCO,Alpine,16,0.0,2021,Belgian Grand Prix,0,0,0,13,0,6,13.727272727272727,0.2857142857142857,12.0
11,PER,Red Bull Racing,17,0.0,2021,Belgian Grand Prix,0,0,0,14,8,6,7.818181818181818,13.954545454545455,7.0
24,ZHO,Kick Sauber,18,0.0,2021,Belgian Grand Prix,0,0,0,23,4,6,15.545454545454545,0.0,17.0
63,RUS,Mercedes,19,0.0,2021,Belgian Grand Prix,0,0,0,17,6,6,7.636363636363637,8.090909090909092,1.0
10,GAS,Alpine,20,0.0,2021,Belgian Grand Prix,0,0,0,6,0,6,14.272727272727273,0.2727272727272727,10.0
81,PIA,McLaren,1,25.0,2021,Dutch Grand Prix,1,0,0,15,5,9,5.25,11.91304347826087,4.0
4,NOR,McLaren,2,18.0,2021,Dutch Grand Prix,0,1,0,12,5,9,4.833333333333333,12.166666666666666,3.0
44,HAM,Mercedes,3,15.0,2021,Dutch Grand Prix,0,0,1,7,6,9,6.916666666666667,8.391304347826088,1.0
16,LEC,Ferrari,4,12.0,2021,Dutch Grand Prix,0,0,0,10,2,9,6.0,11.73913043478261,14.0
1,VER,Red Bull Racing,5,10.0,2021,Dutch Grand Prix,0,0,0,22,8,9,3.75,13.782608695652174,2.0
55,SAI,Ferrari,6,8.0,2021,Dutch Grand Prix,0,0,0,18,2,9,5.0,11.583333333333334,5.0
11,PER,Red Bull Racing,7,6.0,2021,Dutch Grand Prix,0,0,0,14,8,9,7.75,13.458333333333334,17.0
63,RUS,Mercedes,8,5.0,2021,Dutch Grand Prix,0,0,0,17,6,9,7.666666666666667,8.25,19.0
22,TSU,RB,9,2.0,2021,Dutch Grand Prix,0,0,0,21,7,9,11.416666666666666,1.173913043478261,10.0
18,STR,Aston Martin,10,1.0,2021,Dutch Grand Prix,0,0,0,20,1,9,11.583333333333334,3.0,7.0
14,ALO,Aston Martin,11,0.0,2021,Dutch Grand Prix,0,0,0,1,1,9,9.75,2.875,8.0
3,RIC,RB,12,0.0,2021,Dutch Grand Prix,0,0,0,16,7,9,13.333333333333334,1.125,13.0
27,HUL,Haas F1 Team,13,0.0,2021,Dutch Grand Prix,0,0,0,8,3,9,11.083333333333334,1.0869565217391304,6.0
23,ALB,Williams,14,0.0,2021,Dutch Grand Prix,0,0,0,0,9,9,14.25,0.18181818181818182,9.0
20,MAG,Haas F1 Team,15,0.0,2021,Dutch Grand Prix,0,0,0,11,3,9,13.416666666666666,1.0416666666666667,12.0
77,BOT,Kick Sauber,16,0.0,2021,Dutch Grand Prix,0,0,0,3,4,9,15.916666666666666,0.0,15.0
2,SAR,Williams,17,0.0,2021,Dutch Grand Prix,0,0,0,19,9,9,17.0,0.17391304347826086,11.0
31,OCO,Alpine,18,0.0,2021,Dutch Grand Prix,0,0,0,13,0,9,14.083333333333334,0.2608695652173913,16.0
24,ZHO,Kick Sauber,19,0.0,2021,Dutch Grand Prix,0,0,0,23,4,9,15.833333333333334,0.0,18.0
10,GAS,Alpine,20,0.0,2021,Dutch Grand Prix,0,0,0,6,0,9,14.75,0.25,20.0
4,NOR,McLaren,1,26.0,2021,Russian Grand Prix,1,0,0,12,5,22,4.538461538461538,12.72,2.0
1,VER,Red Bull Racing,2,18.0,2021,Russian Grand Prix,0,1,0,22,8,22,3.6153846153846154,13.64,5.0
16,LEC,Ferrari,3,15.0,2021,Russian Grand Prix,0,0,1,10,2,22,5.769230769230769,11.72,4.0
81,PIA,McLaren,4,12.0,2021,Russian Grand Prix,0,0,0,15,5,22,5.153846153846154,12.692307692307692,1.0
55,SAI,Ferrari,5,10.0,2021,Russian Grand Prix,0,0,0,18,2,22,5.0,11.653846153846153,6.0
11,PER,Red Bull Racing,6,8.0,2021,Russian Grand Prix,0,0,0,14,8,22,7.615384615384615,13.423076923076923,7.0
63,RUS,Mercedes,7,6.0,2021,Russian Grand Prix,0,0,0,17,6,22,7.615384615384615,8.16,8.0
44,HAM,Mercedes,8,4.0,2021,Russian Grand Prix,0,0,0,7,6,22,7.0,8.0,3.0
10,GAS,Alpine,9,2.0,2021,Russian Grand Prix,0,0,0,6,0,22,14.307692307692308,0.32,20.0
14,ALO,Aston Martin,10,1.0,2021,Russian Grand Prix,0,0,0,1,1,22,9.76923076923077,2.8,11.0
27,HUL,Haas F1 Team,11,0.0,2021,Russian Grand Prix,0,0,0,8,3,22,11.076923076923077,1.0,13.0
3,RIC,RB,12,0.0,2021,Russian Grand Prix,0,0,0,16,7,22,13.23076923076923,1.08,12.0
18,STR,Aston Martin,13,0.0,2021,Russian Grand Prix,0,0,0,20,1,22,11.692307692307692,2.6923076923076925,10.0
23,ALB,Williams,14,0.0,2021,Russian Grand Prix,0,0,0,0,9,22,14.23076923076923,0.16666666666666666,14.0
31,OCO,Alpine,15,0.0,2021,Russian Grand Prix,0,0,0,13,0,22,14.153846153846153,0.3076923076923077,18.0
2,SAR,Williams,16,0.0,2021,Russian Grand Prix,0,0,0,19,9,22,16.916666666666668,0.16,17.0
22,TSU,RB,17,0.0,2021,Russian Grand Prix,0,0,0,21,7,22,11.846153846153847,1.0384615384615385,9.0
20,MAG,Haas F1 Team,18,0.0,2021,Russian Grand Prix,0,0,0,11,3,22,13.76923076923077,0.9615384615384616,15.0
77,BOT,Kick Sauber,19,0.0,2021,Russian Grand Prix,0,0,0,3,4,22,16.153846153846153,0.0,16.0
24,ZHO,Kick Sauber,20,0.0,2021,Russian Grand Prix,0,0,0,23,4,22,16.153846153846153,0.0,19.0
16,LEC,Ferrari,1,25.0,2021,Turkish Grand Prix,1,0,0,10,2,28,5.428571428571429,12.148148148148149,3.0
81,PIA,McLaren,2,18.0,2021,Turkish Grand Prix,0,1,0,15,5,28,4.928571428571429,12.88888888888889,4.0
4,NOR,McLaren,3,16.0,2021,Turkish Grand Prix,0,0,1,12,5,28,4.428571428571429,13.0,1.0
55,SAI,Ferrari,4,12.0,2021,Turkish Grand Prix,0,0,0,18,2,28,4.923076923076923,12.142857142857142,5.0
44,HAM,Mercedes,5,10.0,2021,Turkish Grand Prix,0,0,0,7,6,28,6.857142857142857,8.074074074074074,8.0
1,VER,Red Bull Racing,6,8.0,2021,Turkish Grand Prix,0,0,0,22,8,28,3.7857142857142856,13.222222222222221,2.0
63,RUS,Mercedes,7,6.0,2021,Turkish Grand Prix,0,0,0,17,6,28,7.571428571428571,8.0,7.0
11,PER,Red Bull Racing,8,4.0,2021,Turkish Grand Prix,0,0,0,14,8,28,7.642857142857143,12.892857142857142,6.0
23,ALB,Williams,9,2.0,2021,Turkish Grand Prix,0,0,0,0,9,28,13.857142857142858,0.23076923076923078,14.0
20,MAG,Haas F1 Team,10,1.0,2021,Turkish Grand Prix,0,0,0,11,3,28,13.5,0.9629629629629629,18.0
14,ALO,Aston Martin,11,0.0,2021,Turkish Grand Prix,0,0,0,1,1,28,9.857142857142858,2.5925925925925926,10.0
43,COL,Williams,12,0.0,2021,Turkish Grand Prix,0,0,0,4,9,28,12.0,0.2222222222222222,8.0
3,RIC,RB,13,0.0,2021,Turkish Grand Prix,0,0,0,16,7,28,13.214285714285714,1.0,12.0
31,OCO,Alpine,14,0.0,2021,Turkish Grand Prix,0,0,0,13,0,28,14.142857142857142,0.2962962962962963,15.0
10,GAS,Alpine,15,0.0,2021,Turkish Grand Prix,0,0,0,6,0,28,14.357142857142858,0.2857142857142857,9.0
77,BOT,Kick Sauber,16,0.0,2021,Turkish Grand Prix,0,0,0,3,4,28,16.142857142857142,0.0,19.0
27,HUL,Haas F1 Team,17,0.0,2021,Turkish Grand Prix,0,0,0,8,3,28,11.5,0.9285714285714286,11.0
24,ZHO,Kick Sauber,18,0.0,2021,Turkish Grand Prix,0,0,0,23,4,28,16.285714285714285,0.0,20.0
18,STR,Aston Martin,19,0.0,2021,Turkish Grand Prix,0,0,0,20,1,28,12.214285714285714,2.5,13.0
22,TSU,RB,20,0.0,2021,Turkish Grand Prix,0,0,0,21,7,28,12.428571428571429,0.9642857142857143,17.0
81,PIA,McLaren,1,25.0,2021,United States Grand Prix,1,0,0,15,5,30,4.666666666666667,13.413793103448276,2.0
16,LEC,Ferrari,2,18.0,2021,United States Grand Prix,0,1,0,10,2,30,5.2,12.344827586206897,1.0
63,RUS,Mercedes,3,15.0,2021,United States Grand Prix,0,0,1,17,6,30,7.266666666666667,8.241379310344827,7.0
4,NOR,McLaren,4,13.0,2021,United States Grand Prix,0,0,0,12,5,30,4.4,13.4,3.0
1,VER,Red Bull Racing,5,10.0,2021,United States Grand Prix,0,0,0,22,8,30,3.8666666666666667,12.793103448275861,6.0
14,ALO,Aston Martin,6,8.0,2021,United States Grand Prix,0,0,0,1,1,30,9.6,2.689655172413793,11.0
23,ALB,Williams,7,6.0,2021,United States Grand Prix,0,0,0,0,9,30,13.4,0.42857142857142855,9.0
43,COL,Williams,8,4.0,2021,United States Grand Prix,0,0,0,4,9,30,10.0,0.5517241379310345,12.0
44,HAM,Mercedes,9,2.0,2021,United States Grand Prix,0,0,0,7,6,30,7.0,8.033333333333333,5.0
50,BEA,Haas F1 Team,10,1.0,2021,United States Grand Prix,0,0,0,2,3,30,8.5,0.9310344827586207,7.0
27,HUL,Haas F1 Team,11,0.0,2021,United States Grand Prix,0,0,0,8,3,30,11.466666666666667,0.9,17.0
10,GAS,Alpine,12,0.0,2021,United States Grand Prix,0,0,0,6,0,30,14.2,0.27586206896551724,15.0
3,RIC,RB,13,0.0,2021,United States Grand Prix,0,0,0,16,7,30,13.2,0.9310344827586207,13.0
24,ZHO,Kick Sauber,14,0.0,2021,United States Grand Prix,0,0,0,23,4,30,16.133333333333333,0.0,18.0
31,OCO,Alpine,15,0.0,2021,United States Grand Prix,0,0,0,13,0,30,14.2,0.26666666666666666,14.0
77,BOT,Kick Sauber,16,0.0,2021,United States Grand Prix,0,0,0,3,4,30,16.133333333333333,0.0,16.0
11,PER,Red Bull Racing,17,0.0,2021,United States Grand Prix,0,0,0,14,8,30,8.266666666666667,12.366666666666667,8.0
55,SAI,Ferrari,18,0.0,2021,United States Grand Prix,0,0,0,18,2,30,5.857142857142857,11.933333333333334,4.0
18,STR,Aston Martin,19,0.0,2021,United States Grand Prix,0,0,0,20,1,30,12.666666666666666,2.6,19.0
22,TSU,RB,20,0.0,2021,United States Grand Prix,0,0,0,21,7,30,12.933333333333334,0.9,20.0
4,NOR,McLaren,1,25.0,2021,Mexico City Grand Prix,1,0,0,12,5,17,4.1875,13.774193548387096,4.0
1,VER,Red Bull Racing,2,18.0,2021,Mexico City Grand Prix,0,1,0,22,8,17,3.75,12.548387096774194,5.0
81,PIA,McLaren,3,15.0,2021,Mexico City Grand Prix,0,0,1,15,5,17,4.5625,13.8125,1.0
63,RUS,Mercedes,4,12.0,2021,Mexico City Grand Prix,0,0,0,17,6,17,7.0625,8.161290322580646,3.0
16,LEC,Ferrari,5,10.0,2021,Mexico City Grand Prix,0,0,0,10,2,17,5.1875,11.870967741935484,2.0
44,HAM,Mercedes,6,8.0,2021,Mexico City Grand Prix,0,0,0,7,6,17,6.9375,8.15625,9.0
55,SAI,Ferrari,7,6.0,2021,Mexico City Grand Prix,0,0,0,18,2,17,5.933333333333334,11.6875,18.0
14,ALO,Aston Martin,8,4.0,2021,Mexico City Grand Prix,0,0,0,1,1,17,9.5,2.6451612903225805,6.0
27,HUL,Haas F1 Team,9,2.0,2021,Mexico City Grand Prix,0,0,0,8,3,17,11.3125,0.9354838709677419,11.0
11,PER,Red Bull Racing,10,1.0,2021,Mexico City Grand Prix,0,0,0,14,8,17,8.375,12.1875,17.0
43,COL,Williams,11,0.0,2021,Mexico City Grand Prix,0,0,0,4,9,17,10.333333333333334,0.5333333333333333,8.0
22,TSU,RB,12,0.0,2021,Mexico City Grand Prix,0,0,0,21,7,17,12.875,0.8709677419354839,20.0
31,OCO,Alpine,13,0.0,2021,Mexico City Grand Prix,0,0,0,13,0,17,14.125,0.25806451612903225,15.0
18,STR,Aston Martin,14,0.0,2021,Mexico City Grand Prix,0,0,0,20,1,17,12.75,2.5625,19.0
24,ZHO,Kick Sauber,15,0.0,2021,Mexico City Grand Prix,0,0,0,23,4,17,16.0625,0.0,14.0
77,BOT,Kick Sauber,16,0.0,2021,Mexico City Grand Prix,0,0,0,3,4,17,16.125,0.0,16.0
10,GAS,Alpine,17,0.0,2021,Mexico City Grand Prix,0,0,0,6,0,17,14.375,0.25,12.0
3,RIC,RB,18,0.0,2021,Mexico City Grand Prix,0,0,0,16,7,17,13.5,0.84375,13.0
20,MAG,Haas F1 Team,19,0.0,2021,Mexico City Grand Prix,0,0,0,11,3,17,13.866666666666667,0.90625,10.0
23,ALB,Williams,20,0.0,2021,Mexico City Grand Prix,0,0,0,0,9,17,13.8125,0.5161290322580645,7.0
55,SAI,Ferrari,1,25.0,2021,Qatar Grand Prix,1,0,0,18,2,21,5.625,12.090909090909092,7.0
4,NOR,McLaren,2,18.0,2021,Qatar Grand Prix,0,1,0,12,5,21,4.0588235294117645,13.93939393939394,1.0
16,LEC,Ferrari,3,16.0,2021,Qatar Grand Prix,0,0,1,10,2,21,5.0588235294117645,12.205882352941176,5.0
44,HAM,Mercedes,4,12.0,2021,Qatar Grand Prix,0,0,0,7,6,21,6.764705882352941,8.272727272727273,6.0
63,RUS,Mercedes,5,10.0,2021,Qatar Grand Prix,0,0,0,17,6,21,6.9411764705882355,8.323529411764707,4.0
1,VER,Red Bull Racing,6,8.0,2021,Qatar Grand Prix,0,0,0,22,8,21,3.8823529411764706,12.06060606060606,2.0
20,MAG,Haas F1 Team,7,6.0,2021,Qatar Grand Prix,0,0,0,11,3,21,13.4375,1.0606060606060606,19.0
81,PIA,McLaren,8,4.0,2021,Qatar Grand Prix,0,0,0,15,5,21,4.764705882352941,13.647058823529411,3.0
27,HUL,Haas F1 Team,9,2.0,2021,Qatar Grand Prix,0,0,0,8,3,21,11.176470588235293,1.088235294117647,9.0
10,GAS,Alpine,10,1.0,2021,Qatar Grand Prix,0,0,0,6,0,21,14.117647058823529,0.2727272727272727,17.0
18,STR,Aston Martin,11,0.0,2021,Qatar Grand Prix,0,0,0,20,1,21,12.647058823529411,2.484848484848485,14.0
43,COL,Williams,12,0.0,2021,Qatar Grand Prix,0,0,0,4,9,21,10.75,0.5,11.0
31,OCO,Alpine,13,0.0,2021,Qatar Grand Prix,0,0,0,13,0,21,14.058823529411764,0.2647058823529412,13.0
77,BOT,Kick Sauber,14,0.0,2021,Qatar Grand Prix,0,0,0,3,4,21,16.0,0.0,16.0
24,ZHO,Kick Sauber,15,0.0,2021,Qatar Grand Prix,0,0,0,23,4,21,16.0,0.0,15.0
30,LAW,RB,16,0.0,2021,Qatar Grand Prix,0,0,0,9,7,21,16.0,0.8181818181818182,10.0
11,PER,Red Bull Racing,17,0.0,2021,Qatar Grand Prix,0,0,0,14,8,21,8.882352941176471,11.705882352941176,10.0
14,ALO,Aston Martin,18,0.0,2021,Qatar Grand Prix,0,0,0,1,1,21,10.0,2.411764705882353,8.0
23,ALB,Williams,19,0.0,2021,Qatar Grand Prix,0,0,0,0,9,21,14.117647058823529,0.48484848484848486,20.0
